1.746274185180664062e+01	-2.998072242736816406e+01	-1.634291172027587891e+00
-2.997874832153320312e+01	2.424210548400878906e+01	-3.228482818603515625e+01
-9.996553421020507812e+00	-1.311971759796142578e+01	-2.481991577148437500e+01
-1.603504943847656250e+01	-1.620698165893554688e+01	-3.608742904663085938e+01
3.959445953369140625e+01	1.900893974304199219e+01	8.647224426269531250e+00
3.393610954284667969e+00	-5.272003936767578125e+01	-1.806031990051269531e+01
1.075070953369140625e+01	1.919859504699707031e+01	3.887469863891601562e+01
-1.083733081817626953e+01	4.117942333221435547e+00	-3.246129226684570312e+01
2.900646591186523438e+01	1.167586994171142578e+01	3.110861968994140625e+01
4.367752838134765625e+01	1.989556503295898438e+01	2.785157585144042969e+01
3.736116027832031250e+01	1.062873363494873047e+00	4.108839416503906250e+01
-1.849678230285644531e+01	-1.211344897747039795e-01	1.028871440887451172e+01
2.990158081054687500e+01	4.634185791015625000e+01	-6.298397779464721680e-01
-7.465124130249023438e+00	2.033291101455688477e+00	7.759544849395751953e+00
2.562641620635986328e+00	2.371426200866699219e+01	-3.142763519287109375e+01
-3.042304801940917969e+01	-7.981144636869430542e-02	-4.939297199249267578e+00
-1.852611160278320312e+01	2.211891365051269531e+01	3.856083679199218750e+01
-1.767072868347167969e+01	1.737668609619140625e+01	-9.283566474914550781e+00
-1.055647945404052734e+01	1.351321220397949219e+01	2.308986663818359375e+01
-7.054279327392578125e+00	-2.423585319519042969e+01	3.277019119262695312e+01
3.617830753326416016e+00	2.904136276245117188e+01	-2.469300460815429688e+01
-2.233779144287109375e+01	5.792402267456054688e+00	-4.342018127441406250e+01
-2.240390777587890625e+01	-1.970481300354003906e+01	-2.115047216415405273e+00
2.669347763061523438e+01	-3.742285537719726562e+01	1.026080608367919922e+01
-1.125090599060058594e+01	-2.145990562438964844e+01	-9.630832672119140625e+00
2.140132141113281250e+01	-6.742631196975708008e-01	-6.426625251770019531e+00
-3.473644638061523438e+01	-1.703239440917968750e+01	2.691174697875976562e+01
-3.677266359329223633e+00	-1.173916244506835938e+01	3.476536560058593750e+01
-1.783671188354492188e+01	-3.229217910766601562e+01	-4.118606567382812500e+01
-3.028063774108886719e+01	8.305409550666809082e-01	4.656285476684570312e+01
-1.922433471679687500e+01	8.966164588928222656e+00	3.792934799194335938e+01
5.582591247558593750e+01	-7.338782787322998047e+00	-2.252630043029785156e+01
-4.812342453002929688e+01	-4.976638793945312500e+00	-3.162269592285156250e+01
-2.073196411132812500e+01	1.062629413604736328e+01	-4.167658996582031250e+01
-3.850314331054687500e+01	-1.035210704803466797e+01	-1.148796367645263672e+01
1.064421463012695312e+01	-2.011298751831054688e+01	-3.476713180541992188e+01
-1.452394962310791016e+01	-3.699111938476562500e+00	5.042802810668945312e+01
-8.813464164733886719e+00	-3.110082244873046875e+01	-1.241085720062255859e+01
-3.170768022537231445e-01	-2.743943023681640625e+01	4.628798294067382812e+01
-1.863490295410156250e+01	-5.511821746826171875e+00	8.323824882507324219e+00
4.353037261962890625e+01	9.068303108215332031e+00	1.337271404266357422e+01
1.199576950073242188e+01	2.194019556045532227e+00	-4.232303237915039062e+01
4.697610473632812500e+01	1.513316035270690918e+00	8.060562133789062500e+00
3.240044403076171875e+01	-8.550495147705078125e+00	4.163521575927734375e+01
1.642253112792968750e+01	3.772554779052734375e+01	-4.043156814575195312e+01
-5.024909591674804688e+01	-2.928200912475585938e+01	9.271559864282608032e-02
5.238314819335937500e+01	1.293169975280761719e+01	2.130336380004882812e+01
1.900654792785644531e+01	-4.007749557495117188e+01	4.858803749084472656e+00
1.688505363464355469e+01	-1.455591011047363281e+01	2.013395309448242188e+01
2.965620756149291992e+00	-3.874981880187988281e+00	3.519211578369140625e+01
2.361758470535278320e+00	-6.389023780822753906e+00	-3.837275695800781250e+01
-3.492396545410156250e+01	2.849820327758789062e+01	1.670388603210449219e+01
2.329222679138183594e+01	2.757732391357421875e+01	4.573173522949218750e+00
-1.576768779754638672e+01	-2.717924308776855469e+01	-1.373402786254882812e+01
-4.638558387756347656e+00	5.905282497406005859e+00	-3.522394943237304688e+01
-1.966875076293945312e+01	-5.836092948913574219e+00	-4.241962432861328125e+01
-2.656104278564453125e+01	-1.396165466308593750e+01	1.104309749603271484e+01
-8.238005638122558594e+00	2.255014038085937500e+01	-1.842478561401367188e+01
-5.426274871826171875e+01	-1.692029190063476562e+01	9.499714851379394531e+00
4.560038757324218750e+01	-4.561345577239990234e+00	7.613742351531982422e+00
-2.520913887023925781e+01	3.063238716125488281e+01	-3.248525238037109375e+01
4.652315616607666016e+00	1.783300638198852539e+00	-3.078985023498535156e+01
-2.194256210327148438e+01	-1.779022216796875000e+01	-3.444065475463867188e+01
3.048553085327148438e+01	-2.752903938293457031e+01	-1.504807949066162109e+01
-3.092690086364746094e+01	1.313746738433837891e+01	2.573013496398925781e+01
2.337832927703857422e+00	-4.659680175781250000e+01	3.781414794921875000e+01
3.612522506713867188e+01	3.567346954345703125e+01	-8.373506546020507812e+00
5.912514114379882812e+01	-1.105809307098388672e+01	4.884780406951904297e+00
-1.076823139190673828e+01	-2.807033920288085938e+01	3.064203739166259766e+00
1.432963848114013672e+01	2.042439842224121094e+01	-3.458876037597656250e+01
2.928132057189941406e+01	2.244269371032714844e+01	-2.727065467834472656e+01
1.136025619506835938e+01	-2.353100967407226562e+01	-3.629974746704101562e+01
-2.072975158691406250e+01	2.829179573059082031e+01	1.961392211914062500e+01
-1.236207485198974609e+01	-3.808477640151977539e+00	-1.775712776184082031e+01
-2.531485557556152344e+01	2.171015930175781250e+01	-1.403541755676269531e+01
2.324532127380371094e+01	-4.793357849121093750e+01	2.312337160110473633e+00
4.030249786376953125e+01	1.482116508483886719e+01	-3.542830276489257812e+01
-1.389543437957763672e+01	2.471843528747558594e+01	-4.349857330322265625e+01
1.797787857055664062e+01	-1.242716884613037109e+01	2.028663444519042969e+01
3.378171539306640625e+01	1.243618106842041016e+01	-3.612447357177734375e+01
-4.297430038452148438e+01	-1.105424022674560547e+01	2.428187370300292969e+01
-5.854840087890625000e+01	-5.581031322479248047e+00	-5.958109855651855469e+00
2.092900991439819336e+00	-4.968675613403320312e+00	-5.711912155151367188e+01
1.470390319824218750e+01	7.808625698089599609e-01	-2.246253395080566406e+01
3.470695495605468750e+01	-4.313404083251953125e+00	2.057805061340332031e+01
3.681126403808593750e+01	6.535882949829101562e+00	-2.372161483764648438e+01
-1.566226673126220703e+01	9.977505683898925781e+00	-3.482972335815429688e+01
8.995101928710937500e+00	3.290843963623046875e+01	2.143856239318847656e+01
-2.450801467895507812e+01	-2.152375221252441406e+01	-3.488618850708007812e+01
-5.371991729736328125e+01	-2.991588592529296875e+01	4.765083312988281250e+00
-2.117995452880859375e+01	7.224388599395751953e+00	-3.908597183227539062e+01
3.723015594482421875e+01	-5.517364144325256348e-01	1.697278213500976562e+01
-3.651230621337890625e+01	-3.489871978759765625e+01	7.440207481384277344e+00
2.943168401718139648e+00	-4.178363323211669922e+00	2.090019416809082031e+01
-1.113905048370361328e+01	2.670239830017089844e+01	1.385002994537353516e+01
-4.329289793968200684e-01	3.554275131225585938e+01	-1.092807292938232422e+01
2.043010520935058594e+01	2.912603187561035156e+01	-1.515220046043395996e+00
-3.363001585006713867e+00	1.945425987243652344e+01	3.253615951538085938e+01
3.372261428833007812e+01	-3.013136672973632812e+01	2.626605987548828125e+01
-3.505163955688476562e+01	2.596277427673339844e+01	1.697755432128906250e+01
